,base_idx,Campsite,f_idx,f_site,f_ratio,j_idx,j_site,j_ratio,s_idx,s_site,s_ratio
7635,1527,高熊卡露營區,267,高熊卡露營區,100.0,267,高熊卡露營區,1.0,267,高熊卡露營區,0.9999999999999998
7640,1528,星空夜語露營地,172,星空夜語,100.0,1528,星空夜語露營地,1.0,1528,星空夜語露營地,1.0
7651,1530,鄉町露營區,1812,鄉町露營區,100.0,1812,鄉町露營區,1.0,1812,鄉町露營區,0.9999999999999998
7655,1531,苗栗泰安一線天露營區,353,一線天,100.0,1531,苗栗泰安一線天露營區,1.0,1531,苗栗泰安一線天露營區,1.0
7660,1532,南灣蹓蹓農埸,298,南灣蹓蹓,100.0,1532,南灣蹓蹓農埸,1.0,1532,南灣蹓蹓農埸,0.9999999999999998
7665,1533,苗栗南庄 蘿菈松靜露營區,284,蘿菈松靜露營區,100.0,1533,苗栗南庄 蘿菈松靜露營區,1.0,1533,苗栗南庄 蘿菈松靜露營區,1.0
7700,1540,紫逸露營區,356,紫逸露營區,100.0,356,紫逸露營區,1.0,356,紫逸露營區,0.9999999999999998
7705,1541,花香果樂露營區,272,花香果樂,100.0,1541,花香果樂露營區,1.0,1541,花香果樂露營區,1.0000000000000002
7730,1546,快樂露營區,268,快樂露營區,100.0,268,快樂露營區,1.0,268,快樂露營區,0.9999999999999998
7731,1546,快樂露營區,713,月媽媽快樂露營區,100.0,1546,快樂露營區,1.0,1546,快樂露營區,0.9999999999999998
7732,1546,快樂露營區,738,三姊快樂露營區,100.0,1455,森日快樂露營區,0.6666666666666666,1455,森日快樂露營區,0.816496580927726
7735,1547,逢雲露營區,263,逢雲露營區,100.0,263,逢雲露營區,1.0,263,逢雲露營區,0.9999999999999998
7745,1549,開礦露營區,280,開礦露營區,100.0,280,開礦露營區,1.0,280,開礦露營區,0.9999999999999998
7750,1550,吻吻露營區 Wen Wen Camping Area,332,吻吻露營區,100.0,1550,吻吻露營區 Wen Wen Camping Area,1.0,1550,吻吻露營區 Wen Wen Camping Area,1.0000000000000002
7756,1551,逸境生態露營區,1873,逸境生態露營區,100.0,1873,逸境生態露營區,1.0,1873,逸境生態露營區,1.0000000000000002
7760,1552,夢遊仙境露營區,1221,仙境露營區,100.0,1552,夢遊仙境露營區,1.0,1552,夢遊仙境露營區,1.0000000000000002
7840,1568,騰雲農莊露營區,66,騰雲農莊,100.0,1568,騰雲農莊露營區,1.0,1568,騰雲農莊露營區,0.9999999999999998
7870,1574,雲淡風清營地,198,雲淡風清,100.0,1574,雲淡風清營地,1.0,1574,雲淡風清營地,1.0000000000000002
7886,1577,深山林內生態農場,1863,深山林內生態農場,100.0,1863,深山林內生態農場,1.0,1863,深山林內生態農場,1.0
7920,1584,湖山水庫秘境露營區,1497,秘境露營區,100.0,1584,湖山水庫秘境露營區,1.0,1584,湖山水庫秘境露營區,1.0
7925,1585,日出藏雲,39,日出藏雲,100.0,39,日出藏雲,1.0,39,日出藏雲,1.0000000000000002
7941,1588,依星生態農場,1852,依星生態農場,100.0,1852,依星生態農場,1.0,1852,依星生態農場,1.0000000000000002
7945,1589,喜樂福休閒露營區,55,喜樂福,100.0,1589,喜樂福休閒露營區,1.0,1589,喜樂福休閒露營區,1.0000000000000002
7950,1590,上山樂活露營區,282,樂活露營區,100.0,1590,上山樂活露營區,1.0,1590,上山樂活露營區,1.0000000000000002
7965,1593,山林好蒔光露營區,56,山林好蒔光,100.0,1593,山林好蒔光露營區,1.0,1593,山林好蒔光露營區,1.0
8021,1604,那次嵐露營區,1910,那次嵐露營區,100.0,1910,那次嵐露營區,1.0,1910,那次嵐露營區,1.0000000000000002
8036,1607,彩虹森林快樂農場露營區,84,夢鄉農場露營區,83.33333333333334,365,彩虹森林露營區,0.6,365,彩虹森林露營區,0.7745966692414834
8045,1609,六龜快樂熊露營區,362,快樂熊露營區,100.0,1609,六龜快樂熊露營區,1.0,1609,六龜快樂熊露營區,1.0
8050,1610,野獸休閒基地,367,野獸休閒基地,100.0,367,野獸休閒基地,1.0,367,野獸休閒基地,1.0000000000000002
8075,1615,鳳之凰露營區,359,鳳之凰露營區,100.0,359,鳳之凰露營區,1.0,359,鳳之凰露營區,0.9999999999999998
8096,1619,雅悠露營區,1913,雅悠露營區,100.0,1913,雅悠露營區,1.0,1913,雅悠露營區,0.9999999999999998
8115,1623,藤枝好望角露營區,360,好望角,100.0,1623,藤枝好望角露營區,1.0,1623,藤枝好望角露營區,1.0000000000000002
8140,1628,萬山仙境露營區,1221,仙境露營區,100.0,1628,萬山仙境露營區,1.0,1628,萬山仙境露營區,1.0000000000000002
8290,1658,文家果園,366,文家果園,100.0,366,文家果園,1.0,366,文家果園,0.9999999999999998
8295,1659,蝴蝶谷秘境露營區,1497,秘境露營區,100.0,1659,蝴蝶谷秘境露營區,1.0,1659,蝴蝶谷秘境露營區,1.0000000000000002
8400,1680,甜蜜點休閒莊園Sweet Spot Village,605,甜蜜點休閒莊園,100.0,1680,甜蜜點休閒莊園Sweet Spot Village,1.0,1680,甜蜜點休閒莊園Sweet Spot Village,1.0
8405,1681,頭目山水,1127,頭目山水,100.0,1127,頭目山水,1.0,1127,頭目山水,0.9999999999999998
8415,1683,比亞山露營區,1277,比亞山露營區,100.0,1277,比亞山露營區,1.0,1277,比亞山露營區,0.9999999999999998
8420,1684,達拉蓋,1295,達拉蓋風景露營區(狩獵帳),100.0,1684,達拉蓋,1.0,1684,達拉蓋,1.0
8426,1685,拉拉山 塔曼之光露營區,1311,拉拉山塔曼之光露營區,90.0,1311,拉拉山塔曼之光露營區,0.8,1311,拉拉山塔曼之光露營區,0.8944271909999159
8430,1686,拉拉山 雲河露營農場,1321,雲河露營農場,100.0,1686,拉拉山 雲河露營農場,1.0,1686,拉拉山 雲河露營農場,1.0
8440,1688,拉拉山 夢想家園露營區,1284,夢想家園露營區,100.0,1688,拉拉山 夢想家園露營區,1.0,1688,拉拉山 夢想家園露營區,1.0
8445,1689,拉拉山 遠見之星露營區,1326,遠見之星露營區,100.0,1689,拉拉山 遠見之星露營區,1.0,1689,拉拉山 遠見之星露營區,1.0
8451,1690,拉拉山 木村的家露營區,1310,拉拉山木村的家露營區,90.0,1310,拉拉山木村的家露營區,0.8333333333333334,1310,拉拉山木村的家露營區,0.9128709291752768
8455,1691,拉拉山 雅比斯露營區,1336,雅比斯露營區,100.0,1691,拉拉山 雅比斯露營區,1.0,1691,拉拉山 雅比斯露營區,1.0
8460,1692,拉拉山 比該溪生態露營區,1329,比該溪生態露營區,100.0,1692,拉拉山 比該溪生態露營區,1.0,1692,拉拉山 比該溪生態露營區,1.0000000000000002
8465,1693,卡普休閒農莊,1346,卡普休閒農莊(Qapu Camping Area),100.0,1693,卡普休閒農莊,1.0,1693,卡普休閒農莊,0.9999999999999998
8470,1694,八度野溪,1271,八度野溪露營區(免裝備露營車,100.0,1694,八度野溪,1.0,1694,八度野溪,0.9999999999999998
8472,1694,八度野溪,1695,八度野溪,100.0,1706,八度野溪,1.0,1706,八度野溪,0.9999999999999998
8475,1695,八度野溪,1271,八度野溪露營區(免裝備露營車,100.0,1694,八度野溪,1.0,1694,八度野溪,0.9999999999999998
8476,1695,八度野溪,1694,八度野溪,100.0,1695,八度野溪,1.0,1695,八度野溪,0.9999999999999998
8480,1696,美腿山親子露營區,1265,美腿山親子露營區,100.0,1265,美腿山親子露營區,1.0,1265,美腿山親子露營區,1.0000000000000002
8485,1697,石秀灣五葉松露營區,1302,石秀灣五葉松露營區,100.0,1302,石秀灣五葉松露營區,1.0,1302,石秀灣五葉松露營區,1.0
8490,1698,沒搞頭露營區,1264,沒搞頭露營區,100.0,1264,沒搞頭露營區,1.0,1264,沒搞頭露營區,1.0
8495,1699,拉拉山 微笑草地,1350,微笑草地,100.0,1699,拉拉山 微笑草地,1.0,1699,拉拉山 微笑草地,1.0
8500,1700,馬灣露營區,1298,馬灣露營區,100.0,1298,馬灣露營區,1.0,1298,馬灣露營區,1.0000000000000002
8510,1702,貳柒珈琲露營區,1343,貳柒珈琲露營區,100.0,1343,貳柒珈琲露營區,1.0,1343,貳柒珈琲露營區,1.0
8515,1703,融奎霖休閒露營區,1327,融奎霖休閒露營區,100.0,1327,融奎霖休閒露營區,1.0,1327,融奎霖休閒露營區,1.0000000000000002
8520,1704,泰雅秘境露營區,1288,泰雅秘境露營區,100.0,1288,泰雅秘境露營區,1.0,1288,泰雅秘境露營區,1.0000000000000002
8521,1704,泰雅秘境露營區,1497,秘境露營區,100.0,1704,泰雅秘境露營區,1.0,1704,泰雅秘境露營區,1.0000000000000002
8530,1706,八度野溪,1271,八度野溪露營區(免裝備露營車,100.0,1694,八度野溪,1.0,1694,八度野溪,0.9999999999999998
8531,1706,八度野溪,1694,八度野溪,100.0,1695,八度野溪,1.0,1695,八度野溪,0.9999999999999998
8532,1706,八度野溪,1695,八度野溪,100.0,1706,八度野溪,1.0,1706,八度野溪,0.9999999999999998
8540,1708,馬莎度露營區,1314,馬莎度露營區,100.0,1314,馬莎度露營區,1.0,1314,馬莎度露營區,1.0000000000000002
8545,1709,逍遙遊秘境露營區,1497,秘境露營區,100.0,1709,逍遙遊秘境露營區,1.0,1709,逍遙遊秘境露營區,1.0000000000000002
8550,1710,溫度露營區,1274,溫度露營區,100.0,1274,溫度露營區,1.0,1274,溫度露營區,0.9999999999999998
8560,1712,那山達雅賀,1351,那山達雅賀,100.0,1351,那山達雅賀,1.0,1351,那山達雅賀,0.9999999999999998
8565,1713,水樂活親子農場,636,水樂活親子農場,100.0,636,水樂活親子農場,1.0,636,水樂活親子農場,1.0000000000000002
8570,1714,好馨勤齊露營區,1282,好馨勤齊露營,100.0,1714,好馨勤齊露營區,1.0,1714,好馨勤齊露營區,1.0000000000000002
8575,1715,福田美地,1263,福田美地休閒農場,100.0,1715,福田美地,1.0,1715,福田美地,0.9999999999999998
8580,1716,達彥休閒露營區,1294,達彥休閒露營區,100.0,1294,達彥休閒露營區,1.0,1294,達彥休閒露營區,1.0000000000000002
8585,1717,亞霧香草營區,1270,亞霧香草營區,100.0,1270,亞霧香草營區,1.0,1270,亞霧香草營區,1.0000000000000002
8590,1718,谷力農場,1309,谷力農場(狩獵帳),100.0,1718,谷力農場,1.0,1718,谷力農場,0.9999999999999998
8595,1719,布納星空露營區,1283,布納星空露營區,100.0,1283,布納星空露營區,1.0,1283,布納星空露營區,1.0000000000000002
8600,1720,尤命築園露營區,1239,尤命築園露營區,100.0,1239,尤命築園露營區,1.0,1239,尤命築園露營區,0.9999999999999998
8630,1726,大象露營地,1201,關西大象露營地,100.0,1726,大象露營地,1.0,1726,大象露營地,1.0000000000000002
8640,1728,高台山露營區,1151,高台山露營區(狩獵帳),100.0,1728,高台山露營區,1.0,1728,高台山露營區,1.0000000000000002
8645,1729,小尖石露營區,1241,小尖石露營區,100.0,1241,小尖石露營區,1.0,1241,小尖石露營區,1.0000000000000002
8660,1732,喜嵐田園露營區,1180,喜嵐田園露營區,100.0,1180,喜嵐田園露營區,1.0,1180,喜嵐田園露營區,0.9999999999999998
8675,1735,KT露營區,1213,KT露營區,100.0,1213,KT露營區,1.0,1213,KT露營區,0.9999999999999998
8680,1736,馬月台露營區,1179,馬月台露營區,100.0,1179,馬月台露營區,1.0,1179,馬月台露營區,1.0000000000000002
8685,1737,臻美營地,1147,臻美營地,100.0,1147,臻美營地,1.0,1147,臻美營地,1.0000000000000002
8687,1737,臻美營地,1756,臻美營地,100.0,1756,臻美營地,1.0,1756,臻美營地,1.0000000000000002
8691,1738,馬胎仙境,1774,馬胎仙境,100.0,1774,馬胎仙境,1.0,1774,馬胎仙境,1.0000000000000002
8695,1739,怡然自德,1234,怡然自德露營區,100.0,1739,怡然自德,1.0,1739,怡然自德,0.9999999999999998
8705,1741,熊麻吉親子露營區,1176,熊麻吉親子露營區,100.0,1176,熊麻吉親子露營區,1.0,1176,熊麻吉親子露營區,1.0000000000000002
8710,1742,溪遊記露營區,1216,溪遊記露營區,100.0,1216,溪遊記露營區,1.0,1216,溪遊記露營區,1.0000000000000002
8715,1743,印象尖石露營區,1232,印象尖石露營區,100.0,1232,印象尖石露營區,1.0,1232,印象尖石露營區,1.0000000000000002
8720,1744,露營樂3號店,1160,露營樂3號店(狩獵帳)新竹尖石臻美館,100.0,1744,露營樂3號店,1.0,1744,露營樂3號店,1.0000000000000002
8726,1745,愛上天湖,1751,愛上天湖,100.0,1751,愛上天湖,1.0,1751,愛上天湖,1.0000000000000002
8730,1746,星院露營區,1206,星院露營區,100.0,1206,星院露營區,1.0,1206,星院露營區,0.9999999999999998
8735,1747,景色天地露營區,1185,景色天地露營區,100.0,1185,景色天地露營區,1.0,1185,景色天地露營區,1.0000000000000002
8745,1749,玉峰 泰里埔露營區,1204,泰里埔露營區,100.0,1749,玉峰 泰里埔露營區,1.0,1749,玉峰 泰里埔露營區,1.0
8750,1750,明園星空營地,1164,明園星空營地,100.0,1164,明園星空營地,1.0,1164,明園星空營地,1.0000000000000002
8755,1751,愛上天湖,1745,愛上天湖,100.0,1745,愛上天湖,1.0,1745,愛上天湖,1.0000000000000002
8760,1752,觀雲露營區,1192,觀雲露營區,100.0,1192,觀雲露營區,1.0,1192,觀雲露營區,0.9999999999999998
8770,1754,高台山,1151,高台山露營區(狩獵帳),100.0,1754,高台山,1.0,1754,高台山,0.9999999999999998
8776,1755,玉峰 星光閃閃露營區,1260,尖石鄉 星光閃閃露營區,88.88888888888889,1260,尖石鄉 星光閃閃露營區,0.5714285714285714,1260,尖石鄉 星光閃閃露營區,0.7302967433402215
8780,1756,臻美營地,1147,臻美營地,100.0,1147,臻美營地,1.0,1147,臻美營地,1.0000000000000002
8781,1756,臻美營地,1737,臻美營地,100.0,1737,臻美營地,1.0,1737,臻美營地,1.0000000000000002
8791,1758,烏米的家露營區,723,老爺的家露營區,83.33333333333334,723,老爺的家露營區,0.6,723,老爺的家露營區,0.75
8810,1762,自然野趣,1149,自然野趣露營區(一般營位,100.0,1762,自然野趣,1.0,1762,自然野趣,0.9999999999999998
8820,1764,梅后蔓露營區,1165,梅后蔓露營區,100.0,1165,梅后蔓露營區,1.0,1165,梅后蔓露營區,1.0000000000000002
8830,1766,天湖秘境露營區,1497,秘境露營區,100.0,1766,天湖秘境露營區,1.0,1766,天湖秘境露營區,1.0000000000000002
8832,1766,天湖秘境露營區,338,雲境露營區,88.88888888888889,1167,天湖露營區,0.6666666666666666,1167,天湖露營區,0.816496580927726
8833,1766,天湖秘境露營區,373,新境露營區,88.88888888888889,1497,秘境露營區,0.6666666666666666,1497,秘境露營區,0.816496580927726
8835,1767,野薑花露營區［全家超商野薑花店相關事業］,1257,野薑花露營區,100.0,1767,野薑花露營區［全家超商野薑花店相關事業］,1.0,1767,野薑花露營區［全家超商野薑花店相關事業］,1.0
8850,1770,夢田,1154,尖石夢田營區(狩獵帳),100.0,1770,夢田,1.0,1770,夢田,1.0
8855,1771,漫步天湖,1163,漫步天湖露營區(狩獵帳),100.0,1771,漫步天湖,1.0,1771,漫步天湖,0.9999999999999998
8860,1772,遊橘露營區,1159,遊橘露營區,100.0,1159,遊橘露營區,1.0,1159,遊橘露營區,0.9999999999999998
8865,1773,馬瀨營地,1157,馬瀨營地,100.0,1157,馬瀨營地,1.0,1157,馬瀨營地,1.0000000000000002
8870,1774,馬胎仙境,1738,馬胎仙境,100.0,1738,馬胎仙境,1.0,1738,馬胎仙境,1.0000000000000002
8875,1775,歐莎露營區,1228,歐莎露營區Osa Camping,100.0,1775,歐莎露營區,1.0,1775,歐莎露營區,0.9999999999999998
8880,1776,福興小農庄,1190,福興小農庄,100.0,1190,福興小農庄,1.0,1190,福興小農庄,0.9999999999999998
8885,1777,晴空森林露營區,1169,晴空森林,100.0,1777,晴空森林露營區,1.0,1777,晴空森林露營區,1.0000000000000002
8887,1777,晴空森林露營區,1939,森林露營區,100.0,1939,森林露營區,0.6666666666666666,1939,森林露營區,0.816496580927726
8890,1778,梅花梯田免裝備露營區,1256,梅花梯田免裝備露營區,100.0,1256,梅花梯田免裝備露營區,1.0,1256,梅花梯田免裝備露營區,1.0
8900,1780,漫步天湖,1163,漫步天湖露營區(狩獵帳),100.0,1771,漫步天湖,1.0,1771,漫步天湖,0.9999999999999998
8901,1780,漫步天湖,1771,漫步天湖,100.0,1780,漫步天湖,1.0,1780,漫步天湖,0.9999999999999998
8905,1781,戀戀天湖,1150,戀戀天湖露營區,100.0,1781,戀戀天湖,1.0,1781,戀戀天湖,0.9999999999999998
8910,1782,自然野趣,1149,自然野趣露營區(一般營位,100.0,1762,自然野趣,1.0,1762,自然野趣,0.9999999999999998
8911,1782,自然野趣,1762,自然野趣,100.0,1782,自然野趣,1.0,1782,自然野趣,0.9999999999999998
8931,1786,南庄慢生活露營區,282,樂活露營區,88.88888888888889,1496,南庄慢生活 露營區,0.8,1496,南庄慢生活 露營區,0.8944271909999159
8945,1789,四季非露不可,1451,四季非露不可親子露營區,100.0,1789,四季非露不可,1.0,1789,四季非露不可,1.0000000000000002
8947,1789,四季非露不可,1790,四季非露不可,100.0,1451,四季非露不可親子露營區,0.6,1451,四季非露不可親子露營區,0.7745966692414834
8950,1790,四季非露不可,1451,四季非露不可親子露營區,100.0,1789,四季非露不可,1.0,1789,四季非露不可,1.0000000000000002
8951,1790,四季非露不可,1789,四季非露不可,100.0,1790,四季非露不可,1.0,1790,四季非露不可,1.0000000000000002
8960,1792,一片天,1446,一片天露營區(自搭帳.狩獵帳),100.0,1792,一片天,1.0,1792,一片天,0.9999999999999998
8965,1793,紅毛印象露營窩,1444,紅毛印象露營窩P1,100.0,1793,紅毛印象露營窩,1.0,1793,紅毛印象露營窩,1.0
8970,1794,UP露營區,1464,苗栗泰安 UP露營區,100.0,1794,UP露營區,1.0,1794,UP露營區,0.9999999999999998
9000,1800,南庄麒麟山露營區,1454,南庄麒麟山露營區,100.0,1454,南庄麒麟山露營區,1.0,1454,南庄麒麟山露營區,1.0000000000000002
9005,1801,南山傳奇,1443,南山傳奇露營區(自搭帳.露營車.狩獵帳),100.0,1801,南山傳奇,1.0,1801,南山傳奇,0.9999999999999998
9015,1803,一片天,1446,一片天露營區(自搭帳.狩獵帳),100.0,1792,一片天,1.0,1792,一片天,0.9999999999999998
9016,1803,一片天,1792,一片天,100.0,1803,一片天,1.0,1803,一片天,0.9999999999999998
9020,1804,橄欖莊園,1439,橄欖莊園,100.0,1439,橄欖莊園,1.0,1439,橄欖莊園,1.0
9025,1805,長青露營區,1123,坪林長青露營區,100.0,1805,長青露營區,1.0,1805,長青露營區,1.0000000000000002
9045,1809,裕見生活,1456,裕見生活,100.0,1456,裕見生活,1.0,1456,裕見生活,1.0000000000000002
9060,1812,鄉町露營區,1530,鄉町露營區,100.0,1530,鄉町露營區,1.0,1530,鄉町露營區,0.9999999999999998
9075,1815,寬闊露營區,1449,寬闊露營區(狩獵帳),100.0,1815,寬闊露營區,1.0,1815,寬闊露營區,0.9999999999999998
9080,1816,向天湖露營區,182,天湖露營區,100.0,1816,向天湖露營區,1.0,1816,向天湖露營區,1.0000000000000002
9081,1816,向天湖露營區,1167,天湖露營區,100.0,182,天湖露營區,0.6666666666666666,182,天湖露營區,0.816496580927726
9085,1817,有鬼露營區,1501,有鬼露營區,100.0,1501,有鬼露營區,1.0,1501,有鬼露營區,0.9999999999999998
9090,1818,南山傳奇,1443,南山傳奇露營區(自搭帳.露營車.狩獵帳),100.0,1801,南山傳奇,1.0,1801,南山傳奇,0.9999999999999998
9091,1818,南山傳奇,1801,南山傳奇,100.0,1818,南山傳奇,1.0,1818,南山傳奇,0.9999999999999998
9105,1821,星樂親子露營,1442,星樂親子露營,100.0,1442,星樂親子露營,1.0,1442,星樂親子露營,1.0000000000000002
9110,1822,坐忘草堂露營區,1458,坐忘草堂露營區,100.0,1458,坐忘草堂露營區,1.0,1458,坐忘草堂露營區,1.0000000000000002
9120,1824,黃金好望角露營區,360,好望角,100.0,1824,黃金好望角露營區,1.0,1824,黃金好望角露營區,1.0
9130,1826,吉娃斯景觀咖啡露營區,491,吉娃斯景觀咖啡露營區,100.0,491,吉娃斯景觀咖啡露營區,1.0,491,吉娃斯景觀咖啡露營區,1.0000000000000002
9135,1827,德芙蘭農場,481,德芙蘭農場,100.0,481,德芙蘭農場,1.0,481,德芙蘭農場,0.9999999999999998
9140,1828,天冷吹雲,520,天冷吹雲民宿及露營,100.0,1828,天冷吹雲,1.0,1828,天冷吹雲,1.0000000000000002
9145,1829,摩天嶺楊園露營區,498,摩天嶺楊園露營區,100.0,498,摩天嶺楊園露營區,1.0,498,摩天嶺楊園露營區,1.0
9150,1830,九甲林,480,九甲林露營區,100.0,1830,九甲林,1.0,1830,九甲林,1.0
9155,1831,九甲林,480,九甲林露營區,100.0,1830,九甲林,1.0,1830,九甲林,1.0
9156,1831,九甲林,1830,九甲林,100.0,1831,九甲林,1.0,1831,九甲林,1.0
9180,1836,畫眉園露營區,381,畫眉園露營區,100.0,381,畫眉園露營區,1.0,381,畫眉園露營區,0.9999999999999998
9190,1838,龍泉營地,398,龍泉營地,100.0,398,龍泉營地,1.0,398,龍泉營地,0.9999999999999998
9195,1839,樂活森林,369,樂活森林農場,100.0,1839,樂活森林,1.0,1839,樂活森林,0.9999999999999998
9197,1839,樂活森林,1841,樂活森林,100.0,369,樂活森林農場,0.6666666666666666,369,樂活森林農場,0.816496580927726
9205,1841,樂活森林,369,樂活森林農場,100.0,1839,樂活森林,1.0,1839,樂活森林,0.9999999999999998
9206,1841,樂活森林,1839,樂活森林,100.0,1841,樂活森林,1.0,1841,樂活森林,0.9999999999999998
9221,1844,日月潭 九蛙秘境露營王國,382,日月潭 九蛙秘境露營區,95.23809523809524,382,日月潭 九蛙秘境露營區,0.5714285714285714,382,日月潭 九蛙秘境露營區,0.7302967433402215
9230,1846,月夢田露營區,1770,夢田,100.0,1846,月夢田露營區,1.0,1846,月夢田露營區,1.0000000000000002
9235,1847,涵香小屋露營驛站,376,涵香小屋露營驛站,100.0,376,涵香小屋露營驛站,1.0,376,涵香小屋露營驛站,1.0
9240,1848,鶴里翁露營區,384,南投北中寮鶴里翁露營區,100.0,1848,鶴里翁露營區,1.0,1848,鶴里翁露營區,1.0000000000000002
9250,1850,湯尼瑪麗露營區,378,湯尼瑪麗露營區,100.0,378,湯尼瑪麗露營區,1.0,378,湯尼瑪麗露營區,0.9999999999999998
9255,1851,露營樂6號店,386,賞星月慕露營區(露營樂6號店,100.0,1851,露營樂6號店,1.0,1851,露營樂6號店,1.0000000000000002
9260,1852,依星生態農場,1588,依星生態農場,100.0,1588,依星生態農場,1.0,1588,依星生態農場,1.0000000000000002
9265,1853,1-2號營地,383,1-2號營地,100.0,383,1-2號營地,1.0,383,1-2號營地,1.0
9281,1856,ToMe 桃米生態露營區,431,To Me 桃米生態露營區,91.66666666666666,431,To Me 桃米生態露營區,0.5714285714285714,431,To Me 桃米生態露營區,0.7453559924999298
9285,1857,言葉之庭,440,言葉之庭露營區,100.0,1857,言葉之庭,1.0,1857,言葉之庭,0.9999999999999998
9290,1858,三生園生態露營區,443,三生園生態露營區,100.0,443,三生園生態露營區,1.0,443,三生園生態露營區,1.0
9295,1859,愛心露營地,390,愛心露營地,100.0,390,愛心露營地,1.0,390,愛心露營地,1.0000000000000002
9300,1860,暮雲春樹,374,暮雲春樹露營區,100.0,1860,暮雲春樹,1.0,1860,暮雲春樹,1.0
9315,1863,深山林內生態農場,1577,深山林內生態農場,100.0,1577,深山林內生態農場,1.0,1577,深山林內生態農場,1.0
9325,1865,星願村露營區,476,星願村露營區,100.0,476,星願村露營區,1.0,476,星願村露營區,1.0000000000000002
9335,1867,LOLO農場-休閒露營園區,375,LOLO農場,100.0,1867,LOLO農場-休閒露營園區,1.0,1867,LOLO農場-休閒露營園區,1.0
9340,1868,空若水營地,387,空若水營地,100.0,387,空若水營地,1.0,387,空若水營地,1.0000000000000002
9345,1869,上野左岸生態露營區,475,上野左岸生態露營區,100.0,475,上野左岸生態露營區,1.0,475,上野左岸生態露營區,1.0
9365,1873,逸境生態露營區,1551,逸境生態露營區,100.0,1551,逸境生態露營區,1.0,1551,逸境生態露營區,1.0000000000000002
9375,1875,花田小露,823,花田小露露營區,100.0,1875,花田小露,1.0,1875,花田小露,1.0
9385,1877,拉拉克斯莊園,859,拉拉克斯莊園,100.0,859,拉拉克斯莊園,1.0,859,拉拉克斯莊園,1.0000000000000002
9390,1878,草地狀元露營區,827,草地狀元露營區,100.0,827,草地狀元露營區,1.0,827,草地狀元露營區,1.0000000000000002
9395,1879,淺山尋露,824,淺山尋露,100.0,824,淺山尋露,1.0,824,淺山尋露,0.9999999999999998
9400,1880,天一露營區,872,天一露營區,100.0,872,天一露營區,1.0,872,天一露營區,0.9999999999999998
9405,1881,岩仔腳,822,岩仔腳休閒露營區,100.0,1881,岩仔腳,1.0,1881,岩仔腳,1.0
9415,1883,琢英露營場,897,琢英露營場,100.0,897,琢英露營場,1.0,897,琢英露營場,0.9999999999999998
9420,1884,羅老爸的家,873,羅老爸的家露營區,100.0,1884,羅老爸的家,1.0,1884,羅老爸的家,1.0
9425,1885,星知心露營區,838,星知心露營區,100.0,838,星知心露營區,1.0,838,星知心露營區,1.0000000000000002
9430,1886,阿里山螢火蟲,901,阿里山螢火蟲露營區(狩獵帳),100.0,1886,阿里山螢火蟲,1.0,1886,阿里山螢火蟲,0.9999999999999998
9436,1887,阿里山 龍頂山,1892,阿里山 龍頂山,100.0,1892,阿里山 龍頂山,1.0,1892,阿里山 龍頂山,1.0000000000000002
9440,1888,岩仔腳,822,岩仔腳休閒露營區,100.0,1881,岩仔腳,1.0,1881,岩仔腳,1.0
9441,1888,岩仔腳,1881,岩仔腳,100.0,1888,岩仔腳,1.0,1888,岩仔腳,1.0
9445,1889,倉伯露營區,829,阿里山·倉伯露營區,100.0,1889,倉伯露營區,1.0,1889,倉伯露營區,0.9999999999999998
9450,1890,景山露營區,843,景山露營區,100.0,843,景山露營區,1.0,843,景山露營區,0.9999999999999998
9460,1892,阿里山 龍頂山,1887,阿里山 龍頂山,100.0,1887,阿里山 龍頂山,1.0,1887,阿里山 龍頂山,1.0000000000000002
9465,1893,有夠遠露營區,721,有夠遠露營區,100.0,721,有夠遠露營區,1.0,721,有夠遠露營區,1.0000000000000002
9470,1894,來灣哈露營區,826,來灣哈露營區,100.0,826,來灣哈露營區,1.0,826,來灣哈露營區,1.0000000000000002
9471,1894,來灣哈露營區,906,來灣哈露營區(B區),100.0,1894,來灣哈露營區,1.0,1894,來灣哈露營區,1.0000000000000002
9475,1895,禾田農莊,862,禾田農莊,100.0,862,禾田農莊,1.0,862,禾田農莊,0.9999999999999998
9480,1896,受不寮露營區,835,達邦村受不寮露營區,100.0,1896,受不寮露營區,1.0,1896,受不寮露營區,1.0
9485,1897,好柿抵嘉農場,821,好柿抵嘉農場,100.0,821,好柿抵嘉農場,1.0,821,好柿抵嘉農場,0.9999999999999998
9495,1899,晨光,825,晨光露營區(狩獵帳),100.0,1899,晨光,1.0,1899,晨光,1.0
9500,1900,瓜地亞那Gwaliana,864,瓜地亞那Gwaliana露營區&餐廳&咖啡,100.0,1900,瓜地亞那Gwaliana,1.0,1900,瓜地亞那Gwaliana,1.0000000000000002
9505,1901,天長地久露營區,841,天長地久露營區,100.0,841,天長地久露營區,1.0,841,天長地久露營區,1.0000000000000002
9510,1902,太和觀光果園露營區,830,太和觀光果園露營區,100.0,830,太和觀光果園露營區,1.0,830,太和觀光果園露營區,1.0
9515,1903,露營樂9號店,828,阿里山草堂露營渡假村(露營樂9號店),100.0,1903,露營樂9號店,1.0,1903,露營樂9號店,1.0000000000000002
9520,1904,荒郊野外露營區,885,荒郊野外露營區,100.0,885,荒郊野外露營區,1.0,885,荒郊野外露營區,0.9999999999999998
